objectid,hospital_category,hospital_name,hospital_id,no_of_wards,district_name,source,gfcode,description,x_coordinate,y_coordinate,province_name,address,gon_division,telephone,institute,ownership
"17658",Clinic,Clinic - Downside DH,"8124",,Badulla,,,,"80.925048","6.933273",Uva, , , ,Clinic - Downside DH, 
"17659",Divisional Hospital,Divisional Hospital-Theripaha,"6638",,Nuwara Eliya,,,,"80.926057","7.120382",Central,"Divisional Hospital,Theripaha",521 F - Helagama,052-3535857,Divisional Hospital-Theripaha, 
"17660",Clinic,Clinic Center-Theripaha,"6639",,Nuwara Eliya,,,,"80.926057","7.120382",Central,"Divisional Hospital,Theripaha",521 F - Helagama, ,Clinic Center-Theripaha, 
"17661",Divisional Hospital,Divisional Hospital-Madulla,"6600",,Nuwara Eliya,,,,"80.926255","7.053864",Central,"Divisional Hospital,Madulla",527 B - Morahela,052-3525114,Divisional Hospital-Madulla,Provincial Council
"17662",Clinic,Clinic Center-Madulla,"6601",,Nuwara Eliya,,,,"80.926255","7.053864",Central,"Divisional Hospital,Madulla",527 B - Morahela, ,Clinic Center-Madulla, 
"17663",Clinic,Nugagolla,"6217",,Matale,,,,"80.926417","7.497957",Central, , , ,Nugagolla, 
"17664",Other Health Institute,Rural Health Care Center - Rajaela,"1344",,Polonnaruwa,,,,"80.926578","8.031405",North Central,"Rural Health Care Center, Rajaela, Hingurakgoda",Muwanpelessa, ,Rural Health Care Center - Rajaela, 
"17665",Clinic,Clinic Center-Hungama,"3812",,Hambantota,,,,"80.926819","6.108069",Southern,"Clinic Center,Tangalle Road,Hungama",178 Hungama, ,Clinic Center-Hungama, 
"17666",Clinic,Blearlamond Estate Clinic,"5770",,Badulla,,,,"80.926881","7.013971",Uva,"Adiyarawaththa Upper Division, Udapussallawa",Kurupanawela,072-9867030,Blearlamond Estate Clinic, 
"17667",Clinic,Hadungamuwa DH Clinic,"6222",,Matale,,,,"80.927715","7.631899",Central, , , ,Hadungamuwa DH Clinic, 
"17668",Divisional Hospital,Divisional Hospital - Hadungamuwa,"6221",,Matale,,,,"80.927872","7.631637",Central, ,Wiharagama,066-3669762,Divisional Hospital - Hadungamuwa, 
"17669",Clinic,Hingurugamuwa Clinic Centre,"5785",,Badulla,,,,"80.92921","6.841266",Uva,"Hingurugamuwa,Guruthalawa",Hingurugamuwa,071-0939737,Hingurugamuwa Clinic Centre, 
"17670",Clinic,Aluthwewa,"6946",,Monaragala,,,,"80.929943","6.583437",Uva, ,Aluthwewa, ,Aluthwewa, 
"17671",Clinic,Habaraluwewa,"6911",,Monaragala,,,,"80.930438","6.401818",Uva, ,Habaraluwewa, ,Habaraluwewa, 
"17672",Clinic,Clinic Center - Puranagama,"1337",,Polonnaruwa,,,,"80.931428","8.001043",North Central,"Clinic Center, Puranagama, Minneriya",C.P. Pura, ,Clinic Center - Puranagama, 
"17673",Clinic,Hugoland Estate Clinic,"5773",,Badulla,,,,"80.93175","6.955778",Uva,"Hugoland Estate, Lunuwaththa",Unapana,071-0456921,Hugoland Estate Clinic, 
"17674",PMCU,Central Dispensary Pannalawila,"5772",,Badulla,,,,"80.932195","6.966781",Uva,"PMCU,Lunuwaththa, Abagasdoowa, Uva Paranagama",Pannalawela,057-3001138,Central Dispensary Pannalawila,Provincial Council
"17675",Clinic,Clinic - Pannalawila PMCU,"8125",,Badulla,,,,"80.932195","6.966781",Uva, , , ,Clinic - Pannalawila PMCU, 
"17676",Clinic,Alagolla Estate clinic,"5774",,Badulla,,,,"80.932488","6.982033",Uva,"Alagolla Estate, Udapussallawa Rd, Lunuwaththa",Alagolla,072-9435576,Alagolla Estate clinic, 
"17677",Clinic,Kirawanagama - Clinic,"7294",,Badulla,,,,"80.932819","6.735968",Uva, , , ,Kirawanagama - Clinic, 
"17678",Clinic,Aluthwela Clinic,"5653",,Badulla,,,,"80.933653","6.815337",Uva,Aluthwela Clinic, , ,Aluthwela Clinic, 
"17679",Clinic,Clinic Center- Ethbatuwa,"3815",,Hambantota,,,,"80.93567","6.159172",Southern,"Clinic Center,Ethbatuwa,Angunukolapalassa",180 Ethbatuwa, ,Clinic Center- Ethbatuwa, 
"17680",Clinic,Clinic Center - Batumulla,"3876",,Kandy,,,,"80.936638","7.414448",Central,"Clinic Center Batumulla, Hasalaka,Kandy.",912 - Udattawa, ,Clinic Center - Batumulla, 
"17681",Divisional Hospital,Divisional Hospital - Batumulla,"4114",,Kandy,,,,"80.936638","7.414448",Central,"Divisional Hospital Batumulla, Hasalaka,Kandy.",912 - Udattawa,081 5677454,Divisional Hospital - Batumulla,Provincial Council
"17682",Clinic,Clinic Center-Yatimaura,"6643",,Nuwara Eliya,,,,"80.936816","7.088093",Central,"Clinic Center,Yatimaura,Madulla",518 C - Galkadawala, ,Clinic Center-Yatimaura, 
"17683",Clinic,Clinic Center - Julangete,"2675",,Ratnapura,,,,"80.937192","6.243347",Sabaragamuwa,"Clinic Center Julangete,Rathnapura.",215C Julangete, ,Clinic Center - Julangete, 
"17684",Clinic,Clinic Center - Agbopura,"1338",,Polonnaruwa,,,,"80.937237","7.973983",North Central,"Clinic Center, Agbopura, Saranasirigama, Girithale",Agbopura, ,Clinic Center - Agbopura, 
"17685",Clinic,Clinic Center - Kalahagala,"1290",,Polonnaruwa,,,,"80.93746","7.86575",North Central,"Clinic Center - Kalahagala,Polonnaruwa.",Kalahagala, ,Clinic Center - Kalahagala, 
"17686",Clinic,Dikkapitiya Clinic Centre,"5799",,Badulla,,,,"80.937571","6.903546",Uva,"Dikkapitiya, Welimada",Dikkapitiya,071-2090482,Dikkapitiya Clinic Centre, 
"17687",Clinic,Dayaraba Estate Clinic,"5800",,Badulla,,,,"80.937781","6.894003",Uva,"Dayaraba Estate, Mirahawaththa",Dikkapitiya,071-2090482,Dayaraba Estate Clinic, 
"17689",Divisional Hospital,Divisional Hospital Mirahawaththa,"5801",,Badulla,,,,"80.938055","6.871966",Uva,Mirahawaththa,Mirahawaththa,057-2245023,Divisional Hospital Mirahawaththa,Provincial Council
"17690",Clinic,Clinic - Mirahawatta DH,"8133",,Badulla,,,,"80.938055","6.871966",Uva, , , ,Clinic - Mirahawatta DH, 
"17691",Clinic,Haputale Village Clinic,"5650",,Badulla,,,,"80.938308","6.78155",Uva,Haputale Village Clinic, , ,Haputale Village Clinic, 
"17692",Clinic,Hela Kadurugamuwa Clinic,"5651",,Badulla,,,,"80.938308","6.78155",Uva,Hela Kadurugamuwa Clinic, , ,Hela Kadurugamuwa Clinic, 
"17693",Clinic,Mahagama,"6917",,Monaragala,,,,"80.940672","6.307598",Uva, ,Mahagama, ,Mahagama, 
"17694",Divisional Hospital,Divisional Hospital Kirklees,"5775",,Badulla,,,,"80.940916","6.986501",Uva,"Kirklees Estate, Udapussallawa",Kirklees,057-3587158,Divisional Hospital Kirklees,Provincial Council
"17695",Clinic,Maspanna Clinic Centre,"5768",,Badulla,,,,"80.941478","7.02985",Uva,Maspanna,Maspanna,071-5776415,Maspanna Clinic Centre, 
"17696",Clinic,Clinic Center-Thaligala,"3816",,Hambantota,,,,"80.942133","6.213135",Southern,"Clinic Center, Emilipitiya Road,Thaligala",12 Thaligala, ,Clinic Center-Thaligala, 
"17697",Clinic,Wethalawa Clinic Centre,"5769",,Badulla,,,,"80.94235","7.042965",Uva,"El Ambalama, Wethalawa, Yaalagamuwa",Wethalawa,071-1100237,Wethalawa Clinic Centre, 
"17698",Clinic,Bogahawewa,"6227",,Matale,,,,"80.94236","7.560909",Central, , , ,Bogahawewa, 
"17699",Clinic,Clinic Center - Nikawewa,"1340",,Polonnaruwa,,,,"80.94322","7.950363",North Central,"Clinic Center, Nikawewa, Girithale",Sudukanda - Nikawewa, ,Clinic Center - Nikawewa, 
"17700",Clinic,Sonuththa,"6218",,Matale,,,,"80.944066","7.49484",Central, , , ,Sonuththa, 
"17701",Clinic,Ella Gama Clinic,"5654",,Badulla,,,,"80.945639","6.822805",Uva,Ella Gama Clinic, , ,Ella Gama Clinic, 
"17702",Clinic,Lediyangala,"6224",,Matale,,,,"80.945954","7.593485",Central, , , ,Lediyangala, 
"17703",Clinic,Pahala Kadurugamuwa Clinic,"5652",,Badulla,,,,"80.947069","6.801335",Uva,Pahala Kadurugamuwa Clinic, , ,Pahala Kadurugamuwa Clinic, 
"17704",Clinic,Magiriputa Clinic,"5648",,Badulla,,,,"80.94718","6.766555",Uva,Magiriputa Clinic, , ,Magiriputa Clinic, 
"17705",Clinic,Clinic Center - Bisobandara,"1370",,Polonnaruwa,,,,"80.947623","8.163315",North Central,"Clinic Center, Bisobandara, Thissapua, Medirigiriya",Thissapura, ,Clinic Center - Bisobandara, 
"17706",Clinic,Clinic Center - Ulpathelagama,"1348",,Polonnaruwa,,,,"80.947737","8.081708",North Central,"Clinic Center, Medirigiriya Road, Ulpathelagama",Yudhaganawa, ,Clinic Center - Ulpathelagama, 
"17707",Clinic,Clinic Center - Kolongoda,"3962",,Kandy,,,,"80.948322","7.471417",Central,"Clinic Center Kolongoda, Hasalaka,Kandy.",907 - Wewere, ,Clinic Center - Kolongoda, 
"17708",Divisional Hospital,Divisional Hospital - Kolongoda,"4130",,Kandy,,,,"80.948322","7.471417",Central,"Divisional Hospital Kolongoda, Hasalaka,Kandy.",907 - Wewere,"081 3560461,055356046",Divisional Hospital - Kolongoda,Provincial Council
"17709",Clinic,Clinic Center - Hasalaka Minipe,"3935",,Kandy,,,,"80.948442","7.350937",Central,"Clinic Center Hasalaka Minipe, Hasalaka,Kandy.",928 - Hasalaka Nagaraya, ,Clinic Center - Hasalaka Minipe, 
"17710",MOH Office,MOH - Hasalaka Minipe,"4167",,Kandy,,,,"80.948442","7.350937",Central,"MOH Hasalaka Minipe, Hasalaka,Kandy.",928 - Hasalaka Nagaraya,055 2257078,MOH - Hasalaka Minipe, 
"17711",Clinic,Clinic - Hasalaka MOH,"8214",,Kandy,,,,"80.948442","7.350937",Central, , , ,Clinic - Hasalaka MOH, 
"17712",Clinic,Clinic Center - Meegolla,"3987",,Kandy,,,,"80.948475","7.445512",Central,"Clinic Center Meegolla, Hasalaka,Kandy.",908 - Kindigoda North, ,Clinic Center - Meegolla, 
"17713",Clinic,Clinic Centre-Hathporuwa,"3657",,Hambantota,,,,"80.948714","6.294262",Southern,"Hathporuwa, Sooriyawewa.",114-Hathporuwa, ,Clinic Centre-Hathporuwa, 
"17714",Clinic,Upaperuwa Clinic Center,"5764",,Badulla,,,,"80.949396","6.950053",Uva,"Udaperuwa, Lunuwaththa",Udaperuwa,077-9253847,Upaperuwa Clinic Center, 
"17715",Divisional Hospital,Divisional Hospital C -Hambegamuwa,"6788",,Monaragala,,,,"80.949647","6.539801",Uva,"Divisional Hospital, Hambegamuwa", ,047-3489017,Divisional Hospital C -Hambegamuwa,Provincial Council
"17716",Clinic,Clinic Center - Thambalawewa,"1339",,Polonnaruwa,,,,"80.950032","7.969953",North Central,"Clinic Center, Thambalawewa, Girithale",Thambalawewa, ,Clinic Center - Thambalawewa, 
"17717",Clinic,Kiribbanwewa,"6912",,Monaragala,,,,"80.950353","6.384422",Uva, ,Kiribbanwewa, ,Kiribbanwewa, 
"17718",Clinic,Clinic Centre-Bediganthota,"3698",,Hambantota,,,,"80.952333","6.247053",Southern,"Bediganthota, Sooriyawewa.",132-Bediganthota, ,Clinic Centre-Bediganthota, 
"17719",Divisional Hospital,Divisional Hospital - Hasalaka,"4123",,Kandy,,,,"80.95252","7.354678",Central,"Divisional Hospital Hasalaka, Hasalaka,Kandy.",924 - Hasalaka,055 2257160,Divisional Hospital - Hasalaka, 
"17720",Clinic,Clinic Center - Thissa amuna (Diwlankadawala),"1350",,Polonnaruwa,,,,"80.953313","8.108112",North Central,"Clinic Center, Diwlankadawala", , ,Clinic Center - Thissa amuna (Diwlankadawala), 
"17721",Divisional Hospital,Divisional Hospital Gomarankadawala,"5293",,Trincomalee,,,,"80.953333","8.681888",Eastern,"Divisional Hospital Gomarankadawala, Gomarankadawala.",Gomarankadawala 231,026-3261073,Divisional Hospital Gomarankadawala,Provincial Council
"17722",PMCU,Diwlankadawala PMCU,"1349",,Polonnaruwa,,,,"80.953345","8.108168",North Central,"Central Dispensary, Diwlankadawala", ,"273272865",Diwlankadawala PMCU,Provincial Council
"17723",Divisional Hospital,Divisional Hospital Wewegama,"5783",,Badulla,,,,"80.953521","7.009768",Uva,"Divisinal  Hospital ,Wewegama,",Bimbulana,055-3561314,Divisional Hospital Wewegama,Provincial Council
"17724",Clinic,Clinic - Wewegama DH,"8127",,Badulla,,,,"80.953521","7.009768",Uva, , , ,Clinic - Wewegama DH, 
"17725",Clinic,Bambarapana Clinic Centre,"5766",,Badulla,,,,"80.954515","6.975023",Uva,Bambarapana,Bambarapana,071-7562599,Bambarapana Clinic Centre, 
"17726",MOH Office,MOH Gomarankadawala,"5294",,Trincomalee,,,,"80.955863","8.674685",Eastern,"MOH Gomarankadawala, Gomarankadawala.",Gomarankadawala 231,026-2255071,MOH Gomarankadawala,Provincial Council
"17727",Clinic,Gomarankadawala Clinic,"5295",,Trincomalee,,,,"80.955863","8.674685",Eastern,"MOH Gomarankadawala, Gomarankadawala.",Gomarankadawala 231,026-2255071,Gomarankadawala Clinic, 
"17728",Base Hospital,Base Hospital-Diyatalawa,"7255",,Badulla,,,,"80.956511","6.806215",Uva,"Base Hospital , Diyathalawa", ,057 - 2229061,Base Hospital-Diyatalawa,Provincial Council
"17729",Clinic,Dodamwatta Clinic,"5655",,Badulla,,,,"80.956618","6.802959",Uva,Dodamwatta Clinic, , ,Dodamwatta Clinic, 
"17730",Clinic,Maraka Clinic,"6225",,Matale,,,,"80.957403","7.587229",Central, ,Maraka,066-3669571,Maraka Clinic, 
"17731",Clinic,Madakanda,"6223",,Matale,,,,"80.957527","7.626663",Central, , , ,Madakanda, 
"17732",Divisional Hospital,Maraka Divisional Hospital,"6226",,Matale,,,,"80.957545","7.587162",Central, , , ,Maraka Divisional Hospital, 
"17733",Clinic,Clinic Center - Ulpothagama,"4041",,Kandy,,,,"80.957588","7.404038",Central,"Clinic Center Ulpothagama, Hasalaka,Kandy.",915 - Dambepitiya, ,Clinic Center - Ulpothagama, 
"17734",Clinic,Diyathalawa Clinic,"5656",,Badulla,,,,"80.958513","6.806211",Uva,Diyathalawa Clinic, , ,Diyathalawa Clinic, 
"17735",Clinic,Haputale Watta Clinic,"5646",,Badulla,,,,"80.958698","6.772208",Uva,Haputale Watta Clinic, , ,Haputale Watta Clinic, 
"17736",Clinic,Clinic Centre-Weniwelara,"3656",,Hambantota,,,,"80.95874","6.278875",Southern,"Sooriyawewa-Padalangala Road, Weniwelara, Sooriyawewa.",108-Weniwel Ara, ,Clinic Centre-Weniwelara, 
"17737",Clinic,Clinic Centre-Miniethiliya,"3685",,Hambantota,,,,"80.958993","6.119867",Southern,"Miniethiliya, Kiwla, Hungama.",174-Miniethiliya, ,Clinic Centre-Miniethiliya, 
"17738",Clinic,Clinic Center - Ralapanawa,"1371",,Polonnaruwa,,,,"80.960858","8.175312",North Central,"Clinic Center, Ralapanawa, Yaya 4, Medirigiriya",Kavuduluwewa (Ralapanawa), ,Clinic Center - Ralapanawa, 
"17739",Clinic,Haputale Town Clinic,"5647",,Badulla,,,,"80.962601","6.771255",Uva,Haputale Town Clinic, , ,Haputale Town Clinic, 
"17740",Clinic,Clinic Center - Kusumpokuna,"1351",,Polonnaruwa,,,,"80.9629","8.115518",North Central,"Clinic Center, Kusumpokuna",Kusumpokuna, ,Clinic Center - Kusumpokuna, 
"17741",MOH Office,Moh Office - Haputale,"5642",,Badulla,,,,"80.963558","6.779852",Uva,"MOH Office, Colombo Road, Haputhale.", ,057-2268720,Moh Office - Haputale,Provincial Council
"17742",Clinic,Bingetenna Clinic,"5658",,Badulla,,,,"80.964409","6.818435",Uva,Bingetenna Clinic, , ,Bingetenna Clinic, 
"17743",Divisional Hospital,Divisional Hospital - Haputale,"7268",,Badulla,,,,"80.964412","6.782864",Uva,"Divisional Hospital ,Colombo road, Panketiya, Haputhale", ,057-2268061,Divisional Hospital - Haputale,Provincial Council
"17744",Clinic,Haputale Clinic,"5663",,Badulla,,,,"80.964577","6.782418",Uva,Haputale Clinic, , ,Haputale Clinic, 
"17846",Clinic,Estate Clinic Nayabedda,"6408",,Badulla,,,,"81.000518","6.809696",Uva, , , ,Estate Clinic Nayabedda, 
"17745",Base Hospital,Base Hospital Hingurakgoda,"1345",,Polonnaruwa,,,,"80.964672","8.046445",North Central,"Base Hospital, Hingurakgoda",Pulathisigama,"272246261",Base Hospital Hingurakgoda,Provincial Council
"17746",Clinic,Clinic Center-Sinhaudagama,"1329",,Polonnaruwa,,,,"80.964849","7.957724",North Central,"Clinic Center-Sinhaudagama,Polonnaruwa", , ,Clinic Center-Sinhaudagama, 
"17747",Divisional Hospital,Rehabilitation Hospital Jayanthipura,"1341",,Polonnaruwa,,,,"80.965397","7.991803",North Central,"Rehabilitation Hospital, Jayanthipura",Jayanthipura,"0272223119",Rehabilitation Hospital Jayanthipura,Provincial Council
"17748",Clinic,Clinic Center - Jayanthipura,"1342",,Polonnaruwa,,,,"80.965562","7.991728",North Central,"Clinic Center, Rehabilitation Hospital, Jayanthipura",Jayanthipura, ,Clinic Center - Jayanthipura, 
"17749",MOH Office,MOH Hinurakgoda,"1346",,Polonnaruwa,,,,"80.965677","8.046192",North Central,"MOH Office, Hinurakgoda",Ulkatupotha,"272223239",MOH Hinurakgoda, 
"17750",Clinic,Clinic - Hingurakgoda MOH,"8261",,Polonnaruwa,,,,"80.965677","8.046192",North Central, , , ,Clinic - Hingurakgoda MOH, 
"17751",Clinic,Welanwita - Clinic,"7295",,Badulla,,,,"80.96582","6.721898",Uva, , , ,Welanwita - Clinic, 
"17752",Clinic,Clinic Center - Samapura,"1308",,Polonnaruwa,,,,"80.966062","8.049165",North Central,"Clinic Center - 79 Bopura,Samapura,Polonnaruwa",Samapura, ,Clinic Center - Samapura, 
"17753",Clinic,Clinic Center - Abayapuragama,"1369",,Polonnaruwa,,,,"80.966145","8.167605",North Central,"Clinic Center, Abayapuragama, Medirigiriya New Town",Medirigiriya, ,Clinic Center - Abayapuragama, 
"17754",Clinic,Clinic Center - Medirigiriya,"1354",,Polonnaruwa,,,,"80.966723","8.14375",North Central,"Clinic Center, Medirigiriya",Medirigiriya, ,Clinic Center - Medirigiriya, 
"17755",MOH Office,MOH - Medirigiriya,"1353",,Polonnaruwa,,,,"80.966818","8.143782",North Central,"MOH, Medirigiriya",Medirigiriya,"272248265",MOH - Medirigiriya,Provincial Council
"17756",Clinic,Habaraluwewa,"6914",,Monaragala,,,,"80.967067","6.367818",Uva, ,Habarugala, ,Habaraluwewa, 
"17757",Base Hospital,Base Hospital - Medirigiriya,"1352",,Polonnaruwa,,,,"80.96775","8.143078",North Central,"District Base Hospital, Medirigiriya",Medirigiriya,"272248261",Base Hospital - Medirigiriya,Provincial Council
"17758",Clinic,PHM Office Mahadivulwewa,"5299",,Trincomalee,,,,"80.968005","8.620975",Eastern,"PHM Office Mahadivulwewa, Ekapiyawara, Mahadivulwewa.",Mahadivulwewa Stage1 230A, ,PHM Office Mahadivulwewa, 
"17759",Clinic,Diganthenna Clinic Centre,"6414",,Badulla,,,,"80.968358","6.855119",Uva, , , ,Diganthenna Clinic Centre, 
"17760",Clinic,Pitiyakumbura Clinic Centre,"5767",,Badulla,,,,"80.96848","6.979478",Uva,"Panagoda, Bambarapana",Panagoda,078-3874306,Pitiyakumbura Clinic Centre, 
"17761",Divisional Hospital,Central Dispensary Mahadivulwewa,"5292",,Trincomalee,,,,"80.96881","8.620777",Eastern,"Ekapiyawara, Mahadivulwewa.",Mahadivulwewa Stage1 230A,026-5671651,Central Dispensary Mahadivulwewa,Provincial Council
"17762",Clinic,kurukude Clinic Centre,"6502",,Badulla,,,,"80.969129","6.881195",Uva,"kurukude, Bandarawela",Kurukude,072-5926863,kurukude Clinic Centre, 
"17763",Clinic,Samagipura,"6913",,Monaragala,,,,"80.969694","6.398251",Uva, ,Samagipura, ,Samagipura, 
"17764",Clinic,Kahagolla Central Clinic,"5643",,Badulla,,,,"80.969739","6.817951",Uva,Kahagolla Central Clinic, , ,Kahagolla Central Clinic, 
"17765",Clinic,Clinic Centre-Weeriyagama,"3674",,Hambantota,,,,"80.970012","6.318189",Southern,"Weeriyagama, Sooriyawewa.",115-Weeriyagama, ,Clinic Centre-Weeriyagama, 
"17766",Clinic,Habaralugala West,"6916",,Monaragala,,,,"80.970292","6.347139",Uva, ,Habarugala, ,Habaralugala West, 
"17767",Clinic,Rangallawa Clinic,"5659",,Badulla,,,,"80.973004","6.820988",Uva,Rangallawa Clinic, , ,Rangallawa Clinic, 
"17769",Clinic,Clinic Centre-Mahapelessa,"3660",,Hambantota,,,,"80.973915","6.262431",Southern,"Mahapelessa, Sooriyawewa.",107-Mahapelessa, ,Clinic Centre-Mahapelessa, 
"17770",Clinic,Clinic Center - Yoda Ela (Pinpara),"1347",,Polonnaruwa,,,,"80.973948","8.084312",North Central,"Rural Health Care Center, Yoda Ela, Pin para, Hingurakgoda",Yatiyalpathana, ,Clinic Center - Yoda Ela (Pinpara), 
"17771",Clinic,Clinic Centre-Alioluara,"3658",,Hambantota,,,,"80.974081","6.281197",Southern,"Sooriyawewa-Padalangala Road, Alioluara, Sooriyawewa.",107-Mahapelessa, ,Clinic Centre-Alioluara, 
"17772",Clinic,Etampitiya Estate Clinic,"6507",,Badulla,,,,"80.974105","6.930466",Uva,"Mirahalgama, Etampitiya",Pallegama,071-0455449,Etampitiya Estate Clinic, 
"17773",Clinic,Kahagala Watta Clinic,"5657",,Badulla,,,,"80.974121","6.796419",Uva,Kahagala Watta Clinic, , ,Kahagala Watta Clinic, 
"17774",Clinic,Clinic Centre-Mamadala,"3696",,Hambantota,,,,"80.974146","6.161371",Southern,"Embilipitiya Road, Mamadala.",167-Mamadala South, ,Clinic Centre-Mamadala, 
"17775",Clinic,"Godunna, PHM Office and Clinic","5743",,Badulla,,,,"80.974716","7.06893",Uva,"Godunna,Galauda,Haliella",Godunna,"776185539","Godunna, PHM Office and Clinic", 
"17776",Clinic,Clinic Center - Etamba Oya,"1368",,Polonnaruwa,,,,"80.974722","8.183843",North Central,"Clinic Center, Etamba Oya, Medirigiriya",Etambaoya, ,Clinic Center - Etamba Oya, 
"17777",Clinic,Clinic Centre-Beminiyanwila,"3695",,Hambantota,,,,"80.975107","6.149891",Southern,"Embilipitiya Road, Beminiyanwila.",159-Beminiyanvila, ,Clinic Centre-Beminiyanwila, 
"17778",Clinic,Kahattewela Clinic,"5660",,Badulla,,,,"80.975459","6.834796",Uva,Kahattewela Clinic, , ,Kahattewela Clinic, 
"17779",Clinic,Clinic Centre- Lunama,"3684",,Hambantota,,,,"80.975546","6.111926",Southern,"Lunama, Ambalantota.",151-Lunama North, ,Clinic Centre- Lunama, 
"17780",PMCU,Hebarawa PMCU,"5632",,Badulla,,,,"80.97609","7.523701",Uva,"PMCU, Hebarawa",hebarawa,055-3595012,Hebarawa PMCU,Provincial Council
"17781",PMCU,PMCU-Ruhunu Suwa niwahana,"3699",,Hambantota,,,,"80.976796","6.189243",Southern,"Ruhunu Ridiyagama, Ambalantota.",129-Ridiyagama,"0473489253",PMCU-Ruhunu Suwa niwahana,Provincial Council
"17782",Clinic,Clinic Center - Morayaya,"3993",,Kandy,,,,"80.976807","7.30889",Central,"Clinic Center Morayaya, Hasalaka,Kandy.",934 - Morayaya, ,Clinic Center - Morayaya, 
"17783",Divisional Hospital,Divisional Hospital - Morayaya,"4139",,Kandy,,,,"80.976807","7.30889",Central,"Divisional Hospital Morayaya, Hasalaka,Kandy.",934 - Morayaya, ,Divisional Hospital - Morayaya, 
"17784",Clinic,Gramodaya Health Centre Agbopura,"5321",,Trincomalee,,,,"80.977038","8.330452",Eastern,"Gramodaya Health Centre Agbopura, Sugara Factory Rd, Agbopura.",Agbopura 227C, ,Gramodaya Health Centre Agbopura, 
"17785",PMCU,PMCU-Ridiyagama,"3700",,Hambantota,,,,"80.977318","6.189101",Southern,"Ruhunu Ridoyagama, Ambalantota",129-Ridiyagama, ,PMCU-Ridiyagama, 
"17786",Clinic,Clinic Centre-Ridiyagama,"3701",,Hambantota,,,,"80.977318","6.189101",Southern,"Ruhunu Ridoyagama, Ambalantota",129-Ridiyagama, ,Clinic Centre-Ridiyagama, 
"17787",Clinic,Clinic Centre-Samadigama,"3692",,Hambantota,,,,"80.979031","6.127103",Southern,"Samadigama, Nonagama, Ambalantota.",160-Uhapitagoda, ,Clinic Centre-Samadigama, 
"17788",PMCU,PMCU-Samadigama,"3693",,Hambantota,,,,"80.979031","6.127103",Southern,"Samadigama, Nonagama, Ambalantota.",160-Uhapitagoda, ,PMCU-Samadigama, 
"17789",Dental Clinic,Adolescent Dental Clinic-Samadigama,"3694",,Hambantota,,,,"80.979031","6.127103",Southern,"Samadigama, Nonagama, Ambalantota.",160-Uhapitagoda, ,Adolescent Dental Clinic-Samadigama, 
"17790",Clinic,Estate Clinic Aislaby,"6399",,Badulla,,,,"80.97959","6.867181",Uva, , , ,Estate Clinic Aislaby, 
"17791",Clinic,Clinic Center - PS Colony(Parakrama Samudraya),"1288",,Polonnaruwa,,,,"80.979933","7.887362",North Central,"Clinic Center - PS Colony(Parakrama Samudraya),Polonnaruwa.",Parakrama Samudraya, ,Clinic Center - PS Colony(Parakrama Samudraya), 
"17792",PMCU,PS Colony (Parakrama Samudraya) PMCU,"1289",,Polonnaruwa,,,,"80.980147","7.887323",North Central,"Primary Health Care Unit - PS Colony(Parakrama Samudraya),Polonnaruwa.",Parakrama Samudraya,"272223505",PS Colony (Parakrama Samudraya) PMCU, 
"17793",Clinic,Clinic Center-Bandiwewa,"1328",,Polonnaruwa,,,,"80.982189","7.960938",North Central,"Clinic Center, Bandiwewa,Polonnaruwa",Sirisangabo Pedesa, ,Clinic Center-Bandiwewa, 
"17794",Divisional Hospital,Galauda Divisiaonal Hospital,"5610",,Badulla,,,,"80.982438","7.04518",Uva,"Divisional Hospital,Galauda",Galauda,"553563288",Galauda Divisiaonal Hospital, 
"17795",Clinic,Clinic - Galauda DH,"8098",,Badulla,,,,"80.982438","7.04518",Uva, , , ,Clinic - Galauda DH, 
"17796",Base Hospital,Base Hospital- Pulmoddai,"5281",,Trincomalee,,,,"80.983128","8.941168",Eastern,"Base Hospital, Pulmoddai",Pulmoddai 31J,026-2256161,Base Hospital- Pulmoddai, 
"17797",Base Hospital,Base Hospital - Pulmudei,"7257",,Trincomalee,,,,"80.98322","8.941033",Eastern, , , ,Base Hospital - Pulmudei, 
"17798",Clinic,Wepassawela Clinic Centre,"6504",,Badulla,,,,"80.98441","6.90052",Uva,"Wepassawela, Etampitiya",Wepassawela,071-0539218,Wepassawela Clinic Centre, 
"17799",Divisional Hospital,Divisional Hospital Bandarawela,"6398",,Badulla,,,,"80.984415","6.839578",Uva,"Divisional Hospital ,Helamuduna , Bandarawela", ,057- 2222261,Divisional Hospital Bandarawela,Provincial Council
"17800",Clinic,Clinic - Bandarawela DH,"8139",,Badulla,,,,"80.984415","6.839578",Uva, , , ,Clinic - Bandarawela DH, 
"17801",MOH Office,MOH Office Bandarawela,"6397",,Badulla,,,,"80.984709","6.841303",Uva,"MOH Office,Helamuduna , Bandarawela", ,057-2222278,MOH Office Bandarawela,Provincial Council
"17802",Clinic,Clinic - Bandarawela MOH Central,"8138",,Badulla,,,,"80.984709","6.841303",Uva, , , ,Clinic - Bandarawela MOH Central, 
"17803",Clinic,Gaawela Clinic Centre,"6498",,Badulla,,,,"80.984773","6.957716",Uva,"Gaawela, Etampitiya",Gaawela,071-6570261,Gaawela Clinic Centre, 
